SYMBOL,SYMBOL P/E,ADJUSTED P/E
MAXPOSURE,30.79,30.79
UEL,265.65,265.65
ALPEXSOLAR,26.23,26.15
KRONOX,21.09,21.09
VHLTD,11.59,11.59
SONAMAC,16.73,16.73
KROSS,22.01,22.01
FALCONTECH,6.98,6.98
TCL,20.52,20.52
ENSER,17.68,17.68
DELAPLEX,10.13,10.13
RULKA,19.73,19.73
DENTA,18.09,18.09
NAMAN,13.73,13.73
SINCLAIR,31.92,31.92
SHREEKARNI,22.60,22.60
BLUEPEBBLE,9.62,9.62
AIMTRON,64.00,64.00
STALLION,51.39,51.39
PSFL,12.87,12.87
DCG,37.03,37.03
AWFIS,49.64,74.56
DIFFNKG,27.94,27.96
K2INFRA,6.66,6.66
RADIOWALLA,1.19,1.07
RBS,15.80,15.80
ESCONET,23.46,23.46
VRAJ,11.73,11.73
BALAJEE,10.31,10.31
ENFUSE,62.75,62.75
SANSTAR,61.63,61.63
FILATFASH,35.70,35.70
AVPINFRA,9.24,9.24
SATECH,8.99,8.99
AGARWALTUF,21.50,21.50
KRN,88.89,88.89
UNIECOM,73.11,73.11
GGBL,27.24,27.24
TGL,7.10,7.10
MACOBSTECH,79.31,79.33
TAC,113.62,113.62
BANSALWIRE,32.16,32.15
EMMIL,18.29,18.29
DPEL,74.97,74.97
INDOUS,19.86,19.86
VILAS,28.79,28.79
GARUDA,27.67,27.67
MASON,25.76,25.76
TRUST,14.92,14.92
YASHOPTICS,34.88,34.88
MIEL,12.60,12.60
SATIPOLY,,2.85
ALUWIND,22.35,22.37
TBI,11.32,11.32
AMBEY,20.45,20.45
SAHAJSOLAR,12.71,12.71
REFRACTORY,18.25,18.25
PRLIND,11.42,11.39
IEML,12.83,12.83
ABSMARINE,18.75,18.75
BEACON,29.07,29.25
AKUMS,19.17,19.91
INNOMET,68.44,68.44
GALAPREC,35.31,35.04
ZTECH,59.45,59.45
TOLINS,13.67,13.67
WINSOL,17.19,17.19
ORIENTTECH,27.53,27.53
MEDIORG,7.26,7.26
HOACFOODS,101.48,101.48
GAJANAND,58.27,58.27
QUESTLAB,10.45,10.45
GPECO,49.05,49.05
CEIGALL,15.57,15.57
MANBA,16.28,16.28
SPCL,15.35,15.35
POSITRON,9.23,9.23
KATARIA,17.69,17.69
TRANSRAILL,21.37,21.40
STYLEBAAZA,121.14,121.85
INTERARCH,34.90,34.90
PCCL,49.14,49.14
SPPPOLY,20.17,20.17
RNFI,41.82,41.82
PNGJL,32.29,32.29
TUNWAL,17.60,17.60
RAJINDLTD,22.88,22.88
GSMFOILS,42.28,42.28
IPHL,21.37,21.37
CHETANA,8.48,8.48
TECHERA,117.59,117.59
VLINFRA,5.60,5.60
SHUBHSHREE,24.11,24.11
ECOSMOBLTY,22.56,22.56
AFCONS,27.56,27.56
ETML,20.24,20.10
AVIANSH,90.66,90.66
SYLVANPLY,17.68,17.68
VISAMAN,104.90,104.90
TROM,15.88,15.88
FORCAS,25.64,25.64
SURAJLTD,51.99,51.99
JAYBEE,11.02,11.02
ASHALOG,7.46,7.46
JEYYAM,13.86,13.86
SRD,31.55,31.55
PREMIERENE,40.49,40.49
DBEIL,9.74,9.74
NAMOEWASTE,47.62,47.62
DECCANTRAN,12.00,12.00
C2C,42.26,42.26
MFML,2.75,
ENVIRO,16.92,16.92
KALANA,26.64,26.64
AESTHETIK,31.40,31.40
RPEL,110.23,110.23
WOL3D,20.08,20.08
VIESL,19.47,19.47
EFFWA,28.27,28.27
AVANTEL,77.54,77.54
AGIIL,44.17,44.17
UTSSAV,20.91,20.91
VDEAL,27.54,27.54
SUNLITE,21.45,21.45
SSEGL,26.64,26.64
SAJHOTELS,25.07,25.35
PPSL,5.90,5.90
NEELAM,10.68,10.68
HPTL,47.08,47.08
PRIZOR,30.44,30.44
BOROSCI,62.58,45.41
EUREKAFORB,73.69,75.04
HVAX,20.73,20.73
PRANIK,9.18,9.18
BAJAJHFL,35.26,35.26
RELTD,69.68,54.67
HYUNDAI,33.82,33.82
OSELDEVICE,50.48,50.48
LAKSHYA,8.48,8.48
PHOGLOBAL,6.86,6.80
SANOFICONR,52.87,53.43
AKIKO,37.05,37.05
SDREAMS,19.69,19.69
AERON,12.25,12.25
PELATRO,31.19,31.19
MAMATA,15.44,15.44
DIVYADHAN,26.07,26.07
FORGEAUTO,14.21,14.21
XTGLOBAL,45.44,45.44
EXCELLENT,15.13,15.13
AUSL,7.19,7.19
MYMUDRA,10.61,10.61
SAGILITY,35.80,35.80
ABHAPOWER,20.04,20.04
ACMESOLAR,36.74,33.60
UNILEX,7.33,7.33
BLACKBUCK,,32.24
USHAFIN,18.56,18.56
SATKARTAR,41.00,41.00
RAPPID,26.06,25.28
PARAMOUNT,4.27,4.27
VMM,107.02,107.02
SAILIFE,94.33,94.33
RAYMONDLSL,161.38,66.84
PREMIUM,10.80,10.80
UHTL,22.16,22.16
BARFLEX,22.66,22.66
DELTIC,12.02,12.02
RAJPUTANA,29.79,29.49
KMEW,88.29,88.29
ORCHASP,22.24,22.24
SURAKSHA,45.66,45.66
OBSCP,46.09,46.09
SGLTL,57.91,57.91
FRESHARA,20.34,20.34
SENORES,67.55,67.55
OCCLLTD,13.86,13.86
APRAMEYA,39.46,39.46
APEXECO,24.74,24.74
ANYA,3006.93,3006.93
ONYX,12.81,12.81
DANISH,21.90,21.90
PURPLEUTED,54.40,54.40
IKS,66.64,66.64
GANESHIN,23.56,23.56
DHANLAXMI,99.10,99.10
UNIMECH,73.99,73.99
AVL,61.20,61.20
IGIL,36.52,36.52
CARRARO,45.56,45.56
VINCOFE,47.11,47.11
IDENTICAL,21.42,21.42
REXPRO,13.94,13.94
DAMCAPITAL,25.13,25.13
GUJTHEM,354.69,354.69
RVTH,17.19,17.19
VENTIVE,72.16,71.04
ROSSTECH,167.78,167.78
KPEL,23.90,23.90
PSRAJ,65.50,65.50
KKJEWELS,10.73,10.73
LAXMIDENTL,101.50,104.00
EMAPARTNER,17.00,17.00
QPOWER,176.90,174.91
VOLERCAR,132.38,132.38
READYMIX,12.41,12.41
NTPCGREEN,152.10,152.10
NORTHARC,14.55,14.55
ODIGMA,292.94,292.94
CHAMUNDA,19.96,19.96
AGARWALEYE,144.65,141.99
KEN,15.72,15.72
CHANDAN,58.77,58.77
AJAXENGG,76.56,76.56
BAJAJINDEF,103.11,103.11
DDEVPLSTIK,19.56,19.56
ELGNZ,20.83,20.83
NIBE,162.41,162.41
TEJASCARGO,58.40,58.40
JUBLCPL,42.40,42.40
MAXVOLT,96.76,96.76
ITCHOTELS,103.74,103.74
SUPREME,115.63,115.63
PROTEAN,71.75,71.75
MOSCHIP,128.67,128.67
ONESOURCE,,179.22
